Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
MDGL,"Madrigal Pharmaceuticals, Inc.",114.82,$1.77B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mdgl
MAGS,Magal Security Systems Ltd.,5.21,$120.05M,1993,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/mags
MGLN,"Magellan Health, Inc.",63.49,$1.54B,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/mgln
MGTA,"Magenta Therapeutics, Inc.",6.64,$220.13M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mgta
MGIC,Magic Software Enterprises Ltd.,8.22,$400.79M,1991,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mgic
MNGA,"MagneGas Applied Technology Solutions, Inc.",2.93,$1.14M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mnga
MGYR,"Magyar Bancorp, Inc.",11.55,$67.23M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/mgyr
MHLD,"Maiden Holdings, Ltd.",1.37,$113.63M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mhld
MMYT,MakeMyTrip Limited,26.3,$2.68B,2010,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/mmyt
MBUU,"Malibu Boats, Inc.",41.43,$862.78M,2014,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mbuu
MLVF,"Malvern Bancorp, Inc.",20.36,$158.29M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/mlvf
MAMS,"MAM Software Group, Inc.",8.17,$102.74M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mams
TUSK,"Mammoth Energy Services, Inc.",22.99,$1.03B,2016,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/tusk
RPIBC,Managed Portfolio Series,100.03,$25.01M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rpibc
MANH,"Manhattan Associates, Inc.",51.27,$3.35B,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/manh
LOAN,"Manhattan Bridge Capital, Inc",6.12,$59.14M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/loan
MNTX,"Manitex International, Inc.",7.05,$138.34M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mntx
MTEX,"Mannatech, Incorporated",19.19,$45.7M,n/a,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/mtex
MNKD,MannKind Corporation,1.27,$202.69M,2004,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnkd
MANT,ManTech International Corporation,58.44,$2.32B,2002,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/mant
MARA,"Marathon Patent Group, Inc.",0.47,$11.99M,n/a,Miscellaneous,Multi-Sector Companies,https://www.nasdaq.com/symbol/mara
MCHX,"Marchex, Inc.",4.14,$173.81M,2004,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mchx
MRIN,Marin Software Incorporated,6.55,$37.94M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/mrin
MARPS,Marine Petroleum Trust,2.12,$4.24M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/marps
MRNS,"Marinus Pharmaceuticals, Inc.",3.75,$151.97M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrns
MRKR,"Marker Therapeutics, Inc.",5.14,$233.21M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrkr
MKTX,"MarketAxess Holdings, Inc.",216.43,$8.14B,2004,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/mktx
MRLN,Marlin Business Services Corp.,21.52,$266.15M,2003,Finance,Major Banks,https://www.nasdaq.com/symbol/mrln
MAR,Marriott International,115.65,$39.45B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mar
MBII,"Marrone Bio Innovations, Inc.",1.46,$161.61M,2013,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/mbii
MRTN,"Marten Transport, Ltd.",19.25,$1.05B,1986,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/mrtn
MMLP,Martin Midstream Partners L.P.,14.14,$551.97M,2002,Energy,Oil Refining/Marketing,https://www.nasdaq.com/symbol/mmlp
MRVL,Marvell Technology Group Ltd.,18.57,$12.21B,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/mrvl
MASI,Masimo Corporation,125.73,$6.66B,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/masi
MCFT,"MasterCraft Boat Holdings, Inc.",21.64,$405.13M,2015,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mcft
MTCH,"Match Group, Inc.",54.43,$15.14B,2015,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/mtch
MTLS,Materialise NV,16.8,$845.47M,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtls
MTRX,Matrix Service Company,22.28,$603.16M,1990,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/mtrx
MAT,"Mattel, Inc.",12.3,$4.25B,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/mat
MATW,Matthews International Corporation,39.33,$1.25B,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/matw
MXIM,"Maxim Integrated Products, Inc.",55.05,$15.25B,1988,Technology,Semiconductors,https://www.nasdaq.com/symbol/mxim
MXWL,"Maxwell Technologies, Inc.",4.59,$210.53M,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mxwl
MBFI,MB Financial Inc.,44.85,$3.78B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbfi
MBFIO,MB Financial Inc.,25.13,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbfio
MGRC,McGrath RentCorp,48.73,$1.18B,1984,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mgrc
MDCA,MDC Partners Inc.,2.95,$147.31M,n/a,Technology,Advertising,https://www.nasdaq.com/symbol/mdca
MDJH,MDJM LTD,5.13,n/a,2019,Finance,Real Estate,https://www.nasdaq.com/symbol/mdjh
MDRR,"Medalist Diversified REIT, Inc.",7.25,$17.74M,2018,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/mdrr
MFIN,Medallion Financial Corp.,5.48,$133.93M,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mfin
MFINL,Medallion Financial Corp.,25.5894,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mfinl
MTBC,"Medical Transcription Billing, Corp.",4.12,$48.74M,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtbc
MTBCP,"Medical Transcription Billing, Corp.",26.2392,$24.38M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtbcp
MNOV,"MediciNova, Inc.",8.95,$374.84M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnov
MDSO,"Medidata Solutions, Inc.",73.46,$4.5B,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdso
MDGS,Medigus Ltd.,2.71,$10.29M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mdgs
MDGSW,Medigus Ltd.,0.59,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mdgsw
MDWD,MediWound Ltd.,4.97,$135.08M,2014,Consumer Durables,Specialty Chemicals,https://www.nasdaq.com/symbol/mdwd
MEDP,"Medpace Holdings, Inc.",67.71,$2.41B,2016,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/medp
MEIP,"MEI Pharma, Inc.",2.675,$190.26M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/meip
MGTX,MeiraGTx Holdings plc,12.24,$335.21M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mgtx
MLCO,Melco Resorts & Entertainment Limited,22.05,$10.8B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mlco
MLNT,"Melinta Therapeutics, Inc.",1.46,$81.86M,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mlnt
MLNX,"Mellanox Technologies, Ltd.",97.37,$5.21B,2007,Technology,Semiconductors,https://www.nasdaq.com/symbol/mlnx
MELR,"Melrose Bancorp, Inc.",18.12,$46.79M,2014,Finance,Major Banks,https://www.nasdaq.com/symbol/melr
MNLO,Menlo Therapeutics Inc.,5.57,$129.4M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mnlo
MTSL,MER Telemanagement Solutions Ltd.,2.0399,$6.72M,1997,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/mtsl
MELI,"MercadoLibre, Inc.",368.08,$16.64B,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/meli
AMTB,Mercantil Bank Holding Corporation,14.02,$605.43M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/amtb
AMTBB,Mercantil Bank Holding Corporation,12.5,$539.79M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/amtbb
MBWM,Mercantile Bank Corporation,33.87,$560.02M,1998,Finance,Major Banks,https://www.nasdaq.com/symbol/mbwm
MERC,Mercer International Inc.,14.51,$946.08M,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/merc
MBIN,Merchants Bancorp,19.86,$569.86M,2017,Finance,Major Banks,https://www.nasdaq.com/symbol/mbin
MRCY,Mercury Systems Inc,60.85,$2.95B,1998,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/mrcy
EBSB,"Meridian Bancorp, Inc.",15.79,$845.42M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ebsb
VIVO,Meridian Bioscience Inc.,15.95,$677.29M,1986,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/vivo
MRBK,Meridian Corporation,17.39,$111.16M,2017,n/a,n/a,https://www.nasdaq.com/symbol/mrbk
MMSI,"Merit Medical Systems, Inc.",56.32,$3.09B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mmsi
MACK,"Merrimack Pharmaceuticals, Inc.",5.66,$75.52M,2012,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mack
MRSN,"Mersana Therapeutics, Inc.",5.11,$118.46M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrsn
MRUS,Merus N.V.,12.2,$277.56M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrus
MESA,"Mesa Air Group, Inc.",9.01,$215.37M,2018,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/mesa
MLAB,"Mesa Laboratories, Inc.",229.84,$885.54M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mlab
MESO,Mesoblast Limited,4.31,$416.26M,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/meso
CASH,"Meta Financial Group, Inc.",24.01,$946.13M,1993,Finance,Savings Institutions,https://www.nasdaq.com/symbol/cash
MEOH,Methanex Corporation,55.94,$4.32B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/meoh
MGEE,MGE Energy Inc.,63.99,$2.22B,n/a,Energy,Electric Utilities: Central,https://www.nasdaq.com/symbol/mgee
MGPI,"MGP Ingredients, Inc.",71.05,$1.2B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/mgpi
MBOT,Microbot Medical Inc. ,9.91,$42.69M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mbot
MCHP,Microchip Technology Incorporated,82.58,$19.53B,1993,Technology,Semiconductors,https://www.nasdaq.com/symbol/mchp
MU,"Micron Technology, Inc.",39.47,$44.25B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/mu
MSFT,Microsoft Corporation,105.74,$811.26B,1986,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/msft
MSTR,MicroStrategy Incorporated,130.05,$1.38B,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mstr
MVIS,"Microvision, Inc.",0.9768,$99.74M,1996,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mvis
MICT,"MICT, Inc.",1.135,$10.6M,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/mict
MPB,Mid Penn Bancorp,23.51,$198.89M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mpb
MTP,Midatech Pharma PLC,0.1238,$3.79M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtp
MCEP,"Mid-Con Energy Partners, LP",1.05,$31.96M,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/mcep
MBCN,Middlefield Banc Corp.,42.83,$138.95M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbcn
MSEX,Middlesex Water Company,55.37,$907.97M,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/msex
MSBI,"Midland States Bancorp, Inc.",24.47,$581.21M,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/msbi
MSVB,"Mid-Southern Bancorp, Inc.",12.34,$44.06M,2018,Finance,Savings Institutions,https://www.nasdaq.com/symbol/msvb
MOFG,"MidWestOne Financial Group, Inc.",28.68,$349.32M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mofg
MLND,"Millendo Therapeutics, Inc. ",10.5374,$136.08M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mlnd
TIGO,Millicom International Cellular S.A.,62.9,$6.34B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/tigo
MIME,Mimecast Limited,41.02,$2.46B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mime
MNDO,MIND C.T.I. Ltd.,2.46,$47.5M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/mndo
MB,"MINDBODY, Inc.",36.44,$1.75B,2015,Technology,EDP Services,https://www.nasdaq.com/symbol/mb
NERV,"Minerva Neurosciences, Inc",6.62,$257.33M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/nerv
MGEN,"Miragen Therapeutics, Inc.",2.96,$91.28M,2014,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/mgen
MRTX,"Mirati Therapeutics, Inc.",67.83,$2.21B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mrtx
MSON,"MISONIX, Inc.",19.9,$189.71M,1992,Capital Goods,Medical Specialities,https://www.nasdaq.com/symbol/mson
MIND,"Mitcham Industries, Inc.",4.08,$49.45M,1994,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mind
MINDP,"Mitcham Industries, Inc.",22.9999,n/a,n/a,Technology,Diversified Commercial Services,https://www.nasdaq.com/symbol/mindp
MITK,"Mitek Systems, Inc.",11.15,$431.8M,n/a,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/mitk
MKSI,"MKS Instruments, Inc.",82.82,$4.47B,1999,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mksi
MMAC,"MMA Capital Holdings, Inc.",28.2,$164.86M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/mmac
MTC,"MMTec, Inc.",6.6,$130.68M,2019,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mtc
MINI,"Mobile Mini, Inc.",36.41,$1.63B,1994,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/mini
MOBL,"MobileIron, Inc.",5.03,$530.94M,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mobl
MMDM,Modern Media Acquisition Corp.,10.26,$265.48M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/mmdm
MMDMR,Modern Media Acquisition Corp.,0.23,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/mmdmr
MMDMU,Modern Media Acquisition Corp.,10.65,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/mmdmu
MMDMW,Modern Media Acquisition Corp.,0.25,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/mmdmw
MRNA,"Moderna, Inc.",16.27,$5.35B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mrna
MOGO,Mogo Finance Technology Inc.,2.33,$53.97M,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/mogo
MTEM,"Molecular Templates, Inc.",4.99,$182.12M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtem
MBRX,"Moleculin Biotech, Inc.",1.48,$42.22M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mbrx
MNTA,"Momenta Pharmaceuticals, Inc.",11.94,$1.18B,2004,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/mnta
MOMO,Momo Inc.,29.77,$6.15B,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/momo
MKGI,"Monaker Group, Inc.",2.5,$23.98M,n/a,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/mkgi
MCRI,"Monarch Casino & Resort, Inc.",43.23,$773.56M,1993,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/mcri
MDLZ,"Mondelez International, Inc.",46.11,$67.04B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/mdlz
MGI,"Moneygram International, Inc.",2.24,$124.58M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/mgi
MDB,"MongoDB, Inc.",95.27,$5.11B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mdb
MPWR,"Monolithic Power Systems, Inc.",131.4,$5.57B,2004,Technology,Semiconductors,https://www.nasdaq.com/symbol/mpwr
TYPE,Monotype Imaging Holdings Inc.,16.93,$703.31M,2007,Technology,EDP Services,https://www.nasdaq.com/symbol/type
MNRO,"Monro, Inc. ",75.26,$2.48B,1991,Consumer Services,Automotive Aftermarket,https://www.nasdaq.com/symbol/mnro
MRCC,Monroe Capital Corporation,12.25,$250.45M,2012,n/a,n/a,https://www.nasdaq.com/symbol/mrcc
MRCCL,Monroe Capital Corporation,24.77,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/mrccl
MNST,Monster Beverage Corporation,58.18,$32.17B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/mnst
MORN,"Morningstar, Inc.",123.61,$5.27B,2005,Finance,Investment Managers,https://www.nasdaq.com/symbol/morn
MOR,MorphoSys AG,26.89,$3.39B,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mor
MOSY,"MoSys, Inc.",0.187,$8.02M,2001,Technology,Semiconductors,https://www.nasdaq.com/symbol/mosy
MTFB,Motif Bio plc,10.97,$163.11M,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtfb
MTFBW,Motif Bio plc,3.7,n/a,2016,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mtfbw
MPAA,"Motorcar Parts of America, Inc.",19.4,$364.9M,n/a,Capital Goods,Auto Parts:O.E.M.,https://www.nasdaq.com/symbol/mpaa
MOTS,"Motus GI Holdings, Inc.",4.11,$64.49M,2018,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/mots
MPVD,Mountain Province Diamonds Inc.,1.155,$242.67M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/mpvd
MOXC,"Moxian, Inc.",0.6,$40.41M,n/a,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/moxc
COOP,Mr. Cooper Group Inc.,15.01,$1.36B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/coop
MSBF,MSB Financial Corp.,17.8,$98.13M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/msbf
MTEC,MTech Acquisition Corp.,10.14,$75.35M,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/mtec
MTECU,MTech Acquisition Corp.,10.9043,n/a,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/mtecu
MTECW,MTech Acquisition Corp.,0.805,n/a,2018,Technology,EDP Services,https://www.nasdaq.com/symbol/mtecw
MTSC,MTS Systems Corporation,51.48,$920.77M,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/mtsc
MUDS,Mudrick Capital Acquisition Corporation,9.9427,$258.51M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/muds
MUDSU,Mudrick Capital Acquisition Corporation,10.5,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/mudsu
MUDSW,Mudrick Capital Acquisition Corporation,0.4959,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/mudsw
LABL,Multi-Color Corporation,50.05,$1.03B,1987,Miscellaneous,Publishing,https://www.nasdaq.com/symbol/labl
MBIO,"Mustang Bio, Inc.",3.8,$103.6M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mbio
MFSF,MutualFirst Financial Inc.,29.6,$254.66M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mfsf
MVBF,MVB Financial Corp.,16.3,$189.13M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mvbf
MYSZ,"My Size, Inc.",0.7586,$22.65M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mysz
MYL,Mylan N.V.,30.83,$15.9B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myl
MYND,"MYnd Analytics, Inc.",1.8,$13.6M,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/mynd
MYNDW,"MYnd Analytics, Inc.",0.1013,n/a,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/myndw
MYOK,"MyoKardia, Inc.",41.8,$1.68B,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myok
MYOS,MYOS RENS Technology Inc.,1.78,$13.3M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/myos
MYRG,"MYR Group, Inc.",30.63,$507.38M,n/a,Basic Industries,Water Supply,https://www.nasdaq.com/symbol/myrg
MYGN,"Myriad Genetics, Inc.",27.71,$2.07B,1995,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/mygn
